journal_abbr,lastname,firstname,title,position,affiliation,role,website,retrieved_on,Richter,Benita,Unnamed: 2,Chefredakteurin,Bundesvereinigung Lebenshilfe e. V.,Redaktion,Es wurden keine Informationen über den Herausgeber, die Redaktion/Schriftleitung und den Beirat der Zeitschrift 'Bundesbaublatt' gefunden. Hier sind die CSV-Header:,Bayer,Walter,Prof. Dr.,Herausgeber,Friedrich-Schiller-Universität Jena,Herausgeber.1
DPJZ,Schurmann,Jan,Dr.,,"Deutsch-Polnische Juristen-Vereinigung, Deutschland",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Guzzo,Luigi Mariano,Dr.,,"Universita degli Studi „Magna Græcia“ di Catanzaro, Italien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Krzysztofik,Edyta,Dr.,,"Katolicki Uniwersystet Lubelski Jana Pawła II, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Grądzka,Ilona,Dr.,,"Katolicki Uniwersystet Lubelski Jana Pawła II, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Maksymiuk,Magdalena,Dr.,,"Uniwersytet Kardynała Stefana Wyszyńskiego, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Michalska,Justyna,Dr.,,"Uniwersytet Zielonogórski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Żołnierczyk,Ewa,Dr.,,"Uniwersytet Zielonogórski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Tuora-Schwierskott,Ewa,,Vorsitzende,Deutsch-Polnische Juristen-Vereinigung,Herausgeber,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Malicka,Agnieszka,,Erster Stellvertreter,Deutsch-Polnische Juristen-Vereinigung,Herausgeber,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Diedrich,Peter,,Zweiter Stellvertreter,Deutsch-Polnische Juristen-Vereinigung,Herausgeber,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Gold,Julita,,Erster Beisitzer,Deutsch-Polnische Juristen-Vereinigung,Herausgeber,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Asfandiar,Sascha,LL.M.,Zweiter Beisitzer,Deutsch-Polnische Juristen-Vereinigung,Herausgeber,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
AG,Assmann,Heinz-Dieter,Prof. Dr.,,LL.M.,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Habersack,Mathias,Prof. Dr.,, ,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Born,Manfred,VorsRiBGH,,,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Emmerich,Volker,Prof. Dr.,,,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Harbarth,Stephan,PräsBVerfG Prof. Dr.,,LL.M.,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Koch,Jens,Prof. Dr.,,,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Schneider,Uwe H.,Prof. Dr. Dr. h.c.,,,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Vetter,Jochen,RA Prof. Dr.,,,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
AG,Zöllner,Wolfgang,Prof. Dr. Dr. h.c.,,,Herausgeber,https://www.die-aktiengesellschaft.de/herausgeber.html,2024-01-05,,,,,,,,,,,,,,
Bank,Niehoff,Wilhelm,,Chefredakteur,Die Bank,Redaktion,https://de.wikipedia.org/wiki/Die_Bank_(Zeitschrift),2024-01-05,,,,,,,,,,,,,,
BKK,Knieps,Franz,,Vorstandsvorsitzender,BKK Dachverband e.V.,Herausgeber,https://www.bkk-dachverband.de/bkk-dv/struktur/vorstand,2024-01-05,,,,,,,,,,,,,,
BKK,Klemm,Anne-Kathrin,,Vorständin,BKK Dachverband e.V.,Herausgeber,https://www.bkk-dachverband.de/bkk-dv/struktur/vorstand,2024-01-05,,,,,,,,,,,,,,
ZMV,Joussen,Jacob,,verantwortlicher Schriftleiter,Die Mitarbeitervertretung,Herausgeber,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
ZMV,Fey,Detlev,,stellvertretender Schriftleiter,Die Mitarbeitervertretung,Herausgeber,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
ZMV,Eder,Joachim,ehem. Vorsitzender der Zentral-KODA,,,Herausgeber,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
ZMV,Schwendele,Thomas,ehemaliges Mitglied der Zentral-KODA und der Arbeitsrechtlichen Kommission des Deutschen Caritasverbandes,,,Herausgeber,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
ZMV,Jacobowsky,Christoph,,vertreten durch,"kifas gemeinnützige GmbH, KAB-Institut für Fortbildung und angewandte Sozialethik",Herausgeber,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
ZMV,Berroth,Walter,ehem. Vorsitzender des Gesamtausschusses der Evangelischen Landeskirche in Baden,,Die Mitarbeitervertretung,Redaktion,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
ZMV,Gaffron,Ulrike,Juristische Referentin der LakiMAV Württemberg der Evangelischen Landeskirche in Baden,,Die Mitarbeitervertretung,Redaktion,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
ZMV,Herrmann,Katharina,"Referat Arbeitsrecht und Organisationsberatung EKD, Geschäftsführung der ARK-EKD und der ARK-EKD Ost",,Die Mitarbeitervertretung,Redaktion,https://de.wikipedia.org/wiki/Zeitschrift_f%C3%BCr_die_Praxis_der_Mitarbeitervertretung_in_den_Einrichtungen_der_katholischen_und_evangelischen_Kirche,2024-01-05,,,,,,,,,,,,,,
DÖV,Badura,Peter,Univ.-Prof. Dr.,,München,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Bauer,Hartmut,Univ.-Prof. Dr.,,Potsdam,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Brosius-Gersdorf,Frauke,Univ.-Prof. Dr.,,Potsdam,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Dedy,Helmut,,Geschäftsführendes Präsidialmitglied und Hauptgeschäftsführer des Deutschen Städtetages,Köln,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Dieckmann,Jochen,Prof.,"Staatsminister a.D., Rechtsanwalt",Bonn,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Dreier,Horst,Univ.-Prof. Dr.,,Würzburg,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Eckertz-Höfer,Marion,,Präsidentin des Bundesverwaltungsgerichts a.D.,Leipzig,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Engels,Dieter,Prof. Dr.,Präsident des Bundesrechnungshofs,Bonn,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Franßen,Everhardt,Dr.,Präsident des Bundesverwaltungsgerichts a.D.,Berlin,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Frowein,Jochen Abr.,Univ.-Prof. Dr. Dr. h.c. mult.,,Heidelberg,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Guckelberger,Annette,Univ.-Prof. Dr.,,Saarbrücken,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Häberle,Peter,Univ.-Prof. Dr. Dr. h.c. mult.,,Bayreuth/St. Gallen,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Henneke,Hans-Günter,Prof. Dr.,Geschäftsführendes Präsidialmitglied des Deutschen Landkreistages,Berlin,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Herzog,Roman,Prof. Dr.,Bundespräsident a.D.,Berlin,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Huber,Peter Michael,Univ.-Prof. Dr.,Richter des Bundesverfassungsgerichts a.D.,München,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Kersten,Jens,Univ.-Prof. Dr.,,München,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Korbmacher,Andreas,Prof. Dr.,Präsident des Bundesverwaltungsgerichts,Leipzig,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Landsberg,Gerd,Dr.,Geschäftsführendes Präsidialmitglied des Deutschen Städte- und Gemeindebundes,Berlin,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Mombaur,Peter Michael,Prof. Dr.,"Rechtsanwalt, MdEP a.D.",Brüssel/Düsseldorf,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Ossenbühl,Fritz,Univ.-Prof. Dr.,,Bonn,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Rennert,Klaus,Prof. Dr. Dr. h.c.,Präsident des Bundesverwaltungsgerichts a.D.,Leipzig,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Risse,Horst,Prof. Dr.,"Staatssekretär, Direktor beim Deutschen Bundestag",Berlin,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Schmidt-Jortzig,Edzard,Univ.-Prof. Dr.,Bundesminister der Justiz a.D.,Kiel,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Schmitt Glaeser,Walter,Univ.-Prof. Dr. Dr. h.c.,,Bayreuth,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Seckelmann,Margrit,Univ.-Prof. Dr.,,Hannover,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Siedentopf,Heinrich,Univ.-Prof. Dr. Dr. h.c.,,Speyer,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Sommermann,Karl-Peter,Univ.-Prof. Dr. Dr. h.c.,,Speyer,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Stelkens,Ulrich,Univ.-Prof. Dr.,,Speyer,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Stern,Klaus,Univ.-Prof. Dr. Dres. h.c.,,Köln,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Stober,Rolf,Univ.-Prof. Dr. Dr. h.c. mult.,,Hamburg,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Theobald,Christian,Prof. Dr.,Rechtsanwalt,Berlin,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Thieme,Werner,Univ.-Prof. Dr.,,Celle,Herausgeber,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Bauer,Hartmut,Univ.-Prof. Dr.,,"Universität Potsdam, Juristische Fakultät",Schriftleitung,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Sommermann,Karl-Peter,Univ.-Prof. Dr. Dr. h.c.,,Deutsche Universität für Verwaltungswissenschaften Speyer,Schriftleitung,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Epe,Raphael,,Vors. Richter am VGH,VGH Baden-Württemberg,Bearbeitung des Rechtsprechungsteils,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Deeg,Philipp,Dr.,,Verlag W. Kohlhammer,Gesamtredaktion,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
DÖV,Woehlk,Dennis,,,W. Kohlhammer GmbH,Media-Service,https://www.doev.de/impressum/,2024-01-05,,,,,,,,,,,,,,
PersV,Schmidt,Erich,,,Erich Schmidt Verlag GmbH & Co. KG,Herausgeber,https://www.persvdigital.de/info/,2024-01-05,,,,,,,,,,,,,,
PersV,Hebeler,Timo,Prof. Dr.,,Erich Schmidt Verlag GmbH & Co. KG,Schriftleitung,https://www.persvdigital.de/info/,2024-01-05,,,,,,,,,,,,,,
Polizei,Neidhardt,Klaus,,ehemaliger Präsident der Deutschen Hochschule der Polizei,Deutsche Hochschule der Polizei,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Hetger,Erwin,,Landespolizeipräsident von Baden-Württemberg,Baden-Württemberg Polizei,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Kindler,Waldemar,,Landespolizeipräsident von Bayern,Bayern Polizei,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Nedela,Norbert,,Landespolizeipräsident von Hessen bis 2010,Hessen Polizei,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Bruns,Andreas,,Landespolizeipräsident von Niedersachsen,Niedersachsen Polizei,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Salmon,Norbert,,Ministerialbeamter und Leiter der Polizeiabteilung in den Ministerien des Inneren von Nordrhein-Westfalen,Polizeiabteilung Nordrhein-Westfalen,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Laux,Joachim,,Ministerialbeamter und Leiter der Polizeiabteilung in den Ministerien des Inneren von Rheinland-Pfalz,Polizeiabteilung Rheinland-Pfalz,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Viergutz,Klaus,,Ministerialbeamter und Leiter der Polizeiabteilung in den Ministerien des Inneren von Saarland,Polizeiabteilung Saarland,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Ziercke,Jörg,,ehemaliger Präsident des BKA,BKA,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
Polizei,Werner,Hans-Ulrich,,"ehemaliger Herausgeber und Kommandeur der Schutzpolizei in West-Berlin, stellvertretender Leiter des Polizei-Instituts in Münster-Hiltrup",Polizei-Institut Münster-Hiltrup,Herausgeber,https://de.wikipedia.org/wiki/Die_Polizei,2024-01-05,,,,,,,,,,,,,,
SGb,Axer,Peter,Prof. Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Becker,Peter,Prof. Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Brosius-Gersdorf,Frauke,Prof. Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Eichenhofer,Eberhard,Prof. Dr. Dr. h. c.,Herausgeber & Schriftleitung,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Eichenhofer,Eberhard,Prof. Dr. Dr. h. c.,Herausgeber & Schriftleitung,Die Sozialgerichtsbarkeit,Schriftleitung,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Fuchsloch,Christine,Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Krasney,Otto Ernst,Prof. Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Masuch,Peter,Dr. h.c.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Preis,Ulrich,Prof. Dr. Dr. h.c.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Schlegel,Rainer,Prof. Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Udsching,Peter,Prof. Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Voelzke,Thomas,Prof. Dr.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,von Wulffen,Matthias,Dr. h. c.,Herausgeber,Die Sozialgerichtsbarkeit,Herausgeber,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
SGb,Menk,Holger,,Redaktion,Die Sozialgerichtsbarkeit,Redaktion,https://www.esv.info/z/SGbZ/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
Stbg,Kaminski,Bert,,Chefredakteur,Die Steuerberatung,Redaktion,https://de.wikipedia.org/wiki/Die_Steuerberatung,2024-01-05,,,,,,,,,,,,,,
Stbg,Stollfuß,Wolfgang,,Geschäftsführer,Stollfuß Medien mit dem DStV,,https://de.wikipedia.org/wiki/Die_Steuerberatung,2024-01-05,,,,,,,,,,,,,,
Stbg,Stollfuß,Michael,,Geschäftsführer,Stollfuß Medien mit dem DStV,,https://de.wikipedia.org/wiki/Die_Steuerberatung,2024-01-05,,,,,,,,,,,,,,
StBp,,Erich Schmidt Verlag GmbH & Co. KG,,,Erich Schmidt Verlag (ESV),Herausgeber,https://www.esv.info/z/BP/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
StBp,Littnanski,Stefan Daniel,Ass. iur.,,,Redaktion,https://www.esv.info/z/BP/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
WPg,Aicher,Hans-Peter,WP StB RA Dr.,,,Beirat,https://www.idw.de/idw-verlag/wpg/wpg-service/Profil,2024-01-05,,,,,,,,,,,,,,
WPg,Beine,Frank,WP StB Prof. Dr.,,,Beirat,https://www.idw.de/idw-verlag/wpg/wpg-service/Profil,2024-01-05,,,,,,,,,,,,,,
WPg,Bruckner,Andrea,WP StB,,,Beirat,https://www.idw.de/idw-verlag/wpg/wpg-service/Profil,2024-01-05,,,,,,,,,,,,,,
WPg,Hartmann,Ullrich,WP StB,,,Beirat,https://www.idw.de/idw-verlag/wpg/wpg-service/Profil,2024-01-05,,,,,,,,,,,,,,
WPg,Petersen,Karl,WP StB Dr.,,,Beirat,https://www.idw.de/idw-verlag/wpg/wpg-service/Profil,2024-01-05,,,,,,,,,,,,,,
WPg,Reichel,Stefanie,RAin,,,Beirat,https://www.idw.de/idw-verlag/wpg/wpg-service/Profil,2024-01-05,,,,,,,,,,,,,,
WPg,Thomas,Oliver,Prof. Dr.,,,Beirat,https://www.idw.de/idw-verlag/wpg/wpg-service/Profil,2024-01-05,,,,,,,,,,,,,,
DivRuW,Wittlich,,,,,Herausgeber,https://www.ruw.de/suche/?OK=1&i_ffsource=divruw&i_ffdokutyp=Sonstiges&i_sortfl=docdatetime&i_sortd=desc&i_accuracy=3,2024-01-05,,,,,,,,,,,,,,
DivRuW,Suhr,,,,,Herausgeber,https://www.ruw.de/suche/?OK=1&i_ffsource=divruw&i_ffdokutyp=Sonstiges&i_sortfl=docdatetime&i_sortd=desc&i_accuracy=3,2024-01-05,,,,,,,,,,,,,,
DivRuW,Hofbauer,,,,,Herausgeber,https://www.ruw.de/suche/?OK=1&i_ffsource=divruw&i_ffdokutyp=Sonstiges&i_sortfl=docdatetime&i_sortd=desc&i_accuracy=3,2024-01-05,,,,,,,,,,,,,,
DivRuW,Moir,,,,,Herausgeber,https://www.ruw.de/suche/?OK=1&i_ffsource=divruw&i_ffdokutyp=Sonstiges&i_sortfl=docdatetime&i_sortd=desc&i_accuracy=3,2024-01-05,,,,,,,,,,,,,,
DivRuW,Bauer-Glück,,,,,Herausgeber,https://www.ruw.de/suche/?OK=1&i_ffsource=divruw&i_ffdokutyp=Sonstiges&i_sortfl=docdatetime&i_sortd=desc&i_accuracy=3,2024-01-05,,,,,,,,,,,,,,
DivRuW,Kutschke,,,,,Herausgeber,https://www.ruw.de/suche/?OK=1&i_ffsource=divruw&i_ffdokutyp=Sonstiges&i_sortfl=docdatetime&i_sortd=desc&i_accuracy=3,2024-01-05,,,,,,,,,,,,,,
ER,Cosack,Tilman,Prof. Dr.,Schriftleitung und Herausgeber,"IREK – Institut für das Recht der Erneuerbaren Energien, Energieeffizienzrecht und Klimaschutzrecht, Hochschule Trier, Umwelt-Campus Birkenfeld",Herausgeber,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Cosack,Tilman,Prof. Dr.,Schriftleitung und Herausgeber,"IREK – Institut für das Recht der Erneuerbaren Energien, Energieeffizienzrecht und Klimaschutzrecht, Hochschule Trier, Umwelt-Campus Birkenfeld",Schriftleitung,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Appel,Markus,Dr.,Rechtsanwalt,"Linklaters LLP, Berlin",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Bourwieg,Karsten,,Referatsleiter Energierecht,"Bundesnetzagentur, Bonn",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Engelsing,Felix,Dr.,Vorsitzender 8. Beschlussabteilung,"Bundeskartellamt, Bonn",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Faulstich,Martin,Prof. Dr.-Ing.,Vorsitzender des Sachverständigenrats für Umweltfragen,"TU Clausthal, Berlin",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Koch,Michael,Dr.,,"Bundesverband der Energie- und Wasserwirtschaft, Berlin",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,van Rossum,Katrin,,Vorsitzende Richterin am Oberlandesgericht,Düsseldorf,Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Rubel,Rüdiger,Prof. Dr.,Vorsitzender Richter des 4. Senats des Bundesverwaltungsgerichts,,Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Schneller,Christian,Dr.,,"TenneT TSO GmbH, Bayreuth",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Scholtka,Boris,Dr.,Rechtsanwalt,"Scholtka & Partner Rechtsanwälte, Berlin",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
ER,Schomerus,Thomas,Prof. Dr. Dr. h.c. (GTU Tiflis),,"Leuphana Universität, Lüneburg",Beirat,https://www.esv.info/z/ER/zeitschriften.html,2024-01-05,,,,,,,,,,,,,,
BFHE,Mitglieder des Bundesfinanzhofs,,,,Bundesfinanzhof,Herausgeber,https://www.stollfuss.de/Sammlung-der-Entscheidungen-des-BFH-BFHE/382540,2024-01-06,,,,,,,,,,,,,,
RGSt,Schubert,Werner,,,De Gruyter,Herausgeber,https://www.degruyter.com/serial/ergs-b/html?lang=de,2024-01-06,,,,,,,,,,,,,,
EuZA,Franzen,Martin,Prof. Dr.,,München,Herausgeber,https://rsw.beck.de/zeitschriften/euza,2024-01-06,,,,,,,,,,,,,,
EuZA,Hartmann,Felix,Prof. Dr.,,Berlin,Herausgeber,https://rsw.beck.de/zeitschriften/euza,2024-01-06,,,,,,,,,,,,,,
EuZA,Junker,Abbo,Prof. Dr.,,München,Herausgeber,https://rsw.beck.de/zeitschriften/euza,2024-01-06,,,,,,,,,,,,,,
EuZA,Krebber,Sebastian,Prof. Dr.,,Freiburg,Herausgeber,https://rsw.beck.de/zeitschriften/euza,2024-01-06,,,,,,,,,,,,,,
EuZA,Rieble,Volker,Prof. Dr.,,München,Herausgeber,https://rsw.beck.de/zeitschriften/euza,2024-01-06,,,,,,,,,,,,,,
EuZA,Schlachter,Monika,Prof. Dr.,,Trier,Herausgeber,https://rsw.beck.de/zeitschriften/euza,2024-01-06,,,,,,,,,,,,,,
EuZA,Junker,Abbo,Prof. Dr.,,"Ludwig-Maximilians-Universität München, Zentrum für Arbeitsbeziehungen und Arbeitsrecht (ZAAR)",Schriftleitung,https://rsw.beck.de/zeitschriften/euza,2024-01-06,,,,,,,,,,,,,,
EuZW,Basedow,Jürgen,Prof. Dr. Dr. h. c. mult.,,Hamburg,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,von Bonin,Andreas,Rechtsanwalt Dr.,,Brüssel,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Kalss,Susanne,Prof. Dr. Dr. h. c.,,Wien,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
